doi:10.7910/DVN/QKP9EJ	95	25	code4.do;code8.R;data6.dta;data2b.dta;summarySE.R;data1.dta;data2a.dta;data7.dta;code2.R;fine_grid.R;data3.dta;data4.dta;code3.R;code1.do;data1_annual.dta;code6.do;data8.dta;data2.dta;code5.R;readme.rtf;data5.dta;code7.R	2129865
doi:10.7910/DVN/15YF0R	520	8	BDD_WD2018_replication_log.html;endline_call_list.csv;outcome_var_mean_imp_setup.R;assignment_ri.csv;endline.csv;baseline.csv;BDD_WD2018_replication.R;ols.R;inter.binning.90.R;planning_meeting_attendance.csv;BDD_WD2018_replication_SI_log.html;ReadMe.rtf;contiguity_mat2.csv;contiguity_mat1.csv;spillover_matrix.csv;recruited_subjects.csv;BDD_WD2018_replication_SI.R;multiplot.R;sms_received_list.csv;outcome_var_setup.R;location_master.csv;contiguity_mat3.csv;digital_responses.csv	44537403
doi:10.7910/DVN/XRBKEY	27	10	josematheus-medeiros-bd-tf-ad-ufpe-2018.txt;josematheus-medeiros-text-tf-ad-ufpe-2018.docx;josematheus-medeiros-text-tf-ad-ufpe-2018.pdf;josematheus-medeiros-script-tf-ad-ufpe-2018.R	7053904
doi:10.7910/DVN/CT9AFP	142	14	ESS1_country.tab;mapdata.tab;regiondata.tab;readme.txt;EATI_replication.R;de_at_ch.zip;MANIFEST.TXT;ESS1-4_de-at-ch_region.tab	11046009
doi:10.7910/DVN/YM7IWP	192	4	istat_Prov2008_WGS84_g_nord_simp.shp;istat_Prov2008_WGS84_g.dbf;04_provincial_analysis.pdf;istat_Prov2008_WGS84_g_nord_simp.prj;istat_provincial_foreign_residents.csv;ITA2001_(itvers2007).sav;istat_Prov2008_WGS84_g.prj;istat_provincial_immi_prov_wt_musl_and_world_region_pop.csv;ITA2008_(itvers2009).sav;provincial_immigration_data.csv;istat_Prov2008_WGS84_g.shx;01_itanes.R;03_regional_analysis.pdf;name_foreign_countries.csv;istat_Prov2008_WGS84_g_nord_simp.shx;04_provincial_analysis.Rmd;istat_Prov2008_WGS84_g.shp;istat_Prov2008_WGS84_g_nord_simp.dbf;ITA2006_PRE_POST_NEW(vers_dic06).sav;ITA2013_(itvers2013_11_29).sav;03_regional_analysis.Rmd;provincial_voting_data.csv;02_itanes_report_and_plot_fig_3.Rnw;istat_regional_gini_index.csv;istat_province_code.csv;istat_Prov2008_WGS84_g_nord_simp.qpj;ITA1996_(itvers2005).sav;istat_pop_province_by_age.RData;regional_voting_data.csv;istat_province_unempl.csv;regional_immigration_data.csv	85261745
doi:10.7910/DVN/IJKAUR	497	0	water_energy_data_all.csv;water_energy_instrument.pdf;water_energy_data_all.dta;codebook.log;water_energy_replication_code.R	5397569
doi:10.7910/DVN/A3NO2G	83	16	replication instructions.rtf;produce_dataset.R;functies sprekers.csv;sentiment.dk.RData;corpus_DK_NL.Rdata;dutch.speeches.analysis.RData;DN speeches   functions.csv;sentiment.nl.RData;danish.speech.analysis.R;danish.speeches.analysis.RData;produce.sentiment.plots.R;dutch.speech.analysis.R	7687569
doi:10.7910/DVN/XRR0HM	167	18	wordfish_rank_plot_apriori_ordering.R;Indian_Treaties.RData;lda_analysis.R;Press_Releases.RData;wordfish_analysis.R;preprocess_data_and_generate_pretext_results.R;Trump_Campaign_Tweets.RData;House_Bills_113.RData;UK_Manifestos.RData;SOTU_Speeches.RData;128_Combination_Preprocessing_Labels.RData;README.txt;NYT_Articles.RData;Death_Row_Statements.RData;wordfish_model_averaging.R	8380799
doi:10.7910/DVN/HXNVTQ	20	3	Readme.txt;usa-decomp-2015-race.do;usa-decomp-2015-race-data.txt;age19std.dta;usa-decomp-2015-race.log;usa-decomp-plots.R	1966847
doi:10.7910/DVN/SNQG8P	51	3	iden_prime_as_treat_replication.do;SSI Study Codebook.docx;waves23_v12.dta;SSI_Final_with_codes_v12.dta;naes_ft.r;experiment_two_analysis.do;study2_text.dta;American_Identity_Prime_only_with_social_identity_questions_replication.dta;ssi_american_prime_replication.do;study1_text.dta	159467567
doi:10.7910/DVN/FAH6KL	87	9	dataset.dta;Visconti (2018) - LegislativeRepresentation.R	37360
doi:10.7910/DVN/WCXK3Z	36	6	oscars.txt;undefined;occupy.txt;indignados.txt;collect-data.r;readme.html;turkey.txt;minimumwage.txt	745940886
doi:10.7910/DVN/VT4KJA	31	2	MNCs&Corruption.dta;MNCs&Corruption.do;ForeignPresence&ETCs.dta;Codebook_ConcentrationRatio4Digit.pdf;MNCs&Corruption_tscs.dta;ConcentrationRatio4Digit.dta;SI_MNCs&Corruption.do;SI_ForeignPresence&ETCs.do;SI_MNCs&Corruption_tscs.do;ivsensianalysis.R;ForeignPresence&ETCs.do;readme.txt;Codebook_MNCs&Corruption.pdf;Codebook_ForeignPresence&ETCs.pdf;Codebook_MNCs&Corruption_tscs.pdf	3023832
doi:10.7910/DVN/8OKVHY	227	8	mdr_politicization_rep_dem_barplots.R;mdr_politicization_jop_mission.dta;mdr_politicization_jop_appendix.do;mdr_politicization_jop_mission_coding_finish.do;mdr_politicization_jop_appendix_sections_9_10.do;agency_list.tab;mdr_politicization_jop_bootstrap_figures.R;function_subfunction.tab;budget_missions.tab;mdr_politicization_jop_main_text.do;mdr_politicization_appendix_figures.R;mdr_politicization_jop_mission_coding.R	334147
doi:10.7910/DVN/FTYHPJ	243	4	README;102slersuoacontest20181024.dta;PartisanSymMeasures.analysis.R;PartisanSymMeasures.functions.R	105292735
doi:10.7910/DVN/JJJXLV	63	2	BasSchub_JCR_Replication.R;BasSchub_JCR_Replication.do;DyadYear.dta;RegionYear.dta;BasSchub_JCR_Replication_ReadMe.rtf;SystemYear.dta	16954990
doi:10.7910/DVN/ERMN4H	140	1	replication code.R;CNEP_MEXICO2018.sav;CNEP06.sav;CNEPMX2012.sav	9756106
doi:10.7910/DVN/8TB7GO	335	4	generate_tables.sh;generate_figures.R;ei_preprocessing_ipums_census_acs_samples.py;ei_preprocessing.py;ei_preprocessing_race.py;ei_preprocessing_india.py;generate_figures.sh;table1_and_table2.txt;generate_bounds_for_all_datasets.R;dataverse_release_2018_04_14.zip;generate_bounds_for_all_datasets.sh;format_india_data.sh;fig1_intution.pdf;example_simulations.R;ei_preprocessing_ipums_full_census.py;README.md;format_cdc_data.sh;fig2_example4.pdf;simulation_output.txt;evaluate_bounds.R;fig3_example5.pdf;README.txt	275269
doi:10.7910/DVN/PTPGED	45	1	RunGenomeBasedModel.RData;GIGANTEA.R;GIGANTEA.cpp;QTL.b.csv;Genotypicvalue.csv;Y.csv;Samplingpoint.csv;Temperature.csv;QTL.a.csv;SimulatedOscillation.tiff;Geno.csv;QTL.th.csv;QTL.ol.csv;RunGenomeBasedModel.R;README.txt;Parameters.csv	37656385
doi:10.7910/DVN/JNFMNQ	4	2	JOP_tables 1 and 2.R;JOP_table 3.R;JOP_table 3 data.csv;JOP_tables 1 and 2 data.csv	165094
doi:10.7910/DVN/9M6EHS	789	3	RHoMIS for printing_v1.3.pdf;__World_Bank_Private_PPP_Conversion.csv;whole_livestock_prices.csv;__CropEnergy.csv;crop_details.csv;Prices_Reasonable_Limits.csv;meat_prices_per_kg.csv;crop_prices_per_kg.csv;RHoMIS_Full_Data.csv;Whole_Livestock_Calculations.R;Parcelles_Land_Area.R;Processing_Diagram.pptm;TRUE_FALSE_SCRIPT.R;livestock_details.csv;honey_price_per_litre.csv;Prices.R;PPI_Limits.csv;VanWijketal_manuscript_NSD.pdf;Setting_Universal_Units.R;Total_Incomes.R;Explanation_of_Calculations_and_Outputs.tab;PPI_ScoreCard.csv;__PPI_ScoreCard.csv;egg_price_per_egg.csv;RHoMIS Data Processing Doc.docx;RHoMIS_Indicators.csv;__Prices_Reasonable_Limits.csv;Livestock_Product_Calculations.R;REVERSE_TRUE_FALSE_SCRIPT.R;Value_Calculations.R;milk_prices_per_l.csv;Raw data code book.tab;Off_farm_gender.R;Indicator_Calculation_Mother_Script.R;__REAL_CONVERSION.csv;CropEnergy.csv;World_Bank_Private_PPP_Conversion.csv;REAL_CONVERSION.csv;MetaData RHoMIS survey applications.docx	93917752
doi:10.7910/DVN/CDFEGV	501	7	WhoMatches.Rdata;ReadMe.txt;objects.R;GenMatchCode.R;indicator.R;ReplicationCode.R;data_all_waves.dta;itersPscoreExample.R;funcs.R;indicator.Rdata	17097654
doi:10.7910/DVN/8W0PXP	113	14	Mexico_congruence_PAN2010.zip;01_READ ME.txt;mexcrimpro20180216.R;crimprodata_2014-7jul21_postLASA_add2ccp_wide.dta;LASA2014_partynet2010_prdonly.gal;Mexico_congruence.zip;crimpro_20180216v2.do;Mexico_congruence_PRI2010.zip;Mexico_congruence_PRD2010.zip;randomgraphs20180216v3.R;LASA2014_q1.gal;LASA2014_partynet2010_prionly.gal;LASA2014_partynet2010.gal;LASA2014_mergedDVs.zip;02_MANIFEST.txt;crimprodata_20180216_small.dta;LASA2014_partynet2010_panonly.gal	13514562
doi:10.7910/DVN/CL183T	39	5	Other_2016_Manchester.pdf;SEP-2016-Liverpool.pdf;westmidlands2016SEP.txt;liverpool2016SEP.txt;teesValley2014SEP.txt;SEP_2013_Manchester.pdf;sheffield2014SEP.txt;SEP_2014_Sheffield.pdf;TextMiningScript.R;SEP_2016_WestMidlands.pdf;Manchester_SEP_2013.txt;SEP_2014_TeesValley.pdf;Leeds2016SEP.txt;SEP-2016-Leeds.pdf	21301660
doi:10.7910/DVN/MTBJ3S	19	6	GMC1_appsfor3sectors.csv;GMC_plots_immigrationfact.R;GMC3_recoveryrate.csv;GMC4_westernshift.csv;Data sources and relevant publications.pdf;GMC2_Tucsonsector.csv	139753
doi:10.7910/DVN/YDCL7Z	291	3	cwhr_ii.r;ciriopf1rn.csv;ciriopf1sn.csv;cwhr_ii.do;ciriopf1qn.csv;cwhr_ii.dta	4251405
doi:10.7910/DVN/TWHEZ9	136	17	kapfa_stat.dat;Campbell_Detecting_PA_2018_Run.R;Campbell_Detecting_PA_2018_Replication.R;egoTERGM_SIAppendix.pdf;kapfts1.dat;kapfts2.dat;Campbell_Detecting_PA_2018_replicationArchiveREADME.txt;egoTERGM_0.3.0.tar.gz	517370
doi:10.7910/DVN/LUGBL1	132	4	ButlerHomola_Excludability_Emails.dta;ButlerHomola_Excludability_Names_FullNames.csv;ButlerHomola_Excludability_Analysis.R;ButlerHomola_Excludability_Names.csv;ButlerHomola_Excludability_Appendix.R;ButlerHomola_Excludability_readme.txt;ButlerHomola_Excludability_Emails_FullNames.dta	1322913
doi:10.7910/DVN/FCHU0J	123	32	Local_Server_Sim_ProbEstimate.py;Https_Async_Server_Test_Towards_Random.py;5_descriptives.R;streamingbandit_experiments.tar.full;Demographics_Data_All.tab;figS.R;3_lift_and_demo_merge_data.R;2_demographics_data_cleaner.R;Https_Async_Server_Test_Towards_Random_Prob_Estimate.py;Demographics_Data_Clean.tab;Lift_Data_All.tab;1_lift_data_cleaner.R;streamingbandit_server.zip.full;Live_Server_Sim_ProbEstimate.py;figP.R;Lift_Data_Clean.tab;drupal_survey_server.tar.gz.full;4_demographics.R;Lift_And_Demo_Data_All.tab;fig2.R;6_NHST.R;Decoy_Matrix.bmp;fig1.R	70082728
doi:10.7910/DVN/GBRVWY	145	23	replication_code_rmarkdown.Rmd;replication_code.html;Data_Role_of_Governance.RData;Syntax_Role_of_Governance.R;Pop_logical_bounds_names.xlsx;replication_code.pdf;Database_prefectural_analysis_R.xlsx;Database_prefectural_analysis_R_relevant_variables.xlsx;Pop_logical_bounds.xlsx	40042664
doi:10.7910/DVN/4U6TQA	333	94	Step7.R;cses3.dta;cm1_dat.txt;Step1.R;regimes2.csv;cses4.dta;italycorrection.R;regimes.csv;Step4.R;Online Appendix.R;Step6.R;no ties.R;cses3.dat;cabinet_cses4.csv;cses1.dta;step3.R;cses4.dat;fhdata.csv;wbdata.csv;parliamentary.R;Step2.R;cses2_rawdata.txt;README.txt;cabinet.csv;Step5.R	553468457
doi:10.7910/DVN/RVV3YW	652	66	DNWYGCore8.out;table-a5.html;DKWYGCore7.Rda;table-a2.html;Preprocessing_and_Summary.out;neuro-formal-plot.R;table-b2.html;table-a3.html;bigplot.eps;AMBoot.Rda;DontKnowWhatYouGot2014-SingleCore1.R;opinion-slope-traceplot.png;opinion-intercept-traceplot.png;DKWYGCore1.Rda;cutpoints-traceplot.png;DontKnowWhatYouGot2014-SingleCore2.R;DNWYGCore7.out;DKWYGCore6.Rda;DontKnowWhatYouGot2014-SingleCore6.R;PSRM_Main_Code.out;opinion-slope-running.png;cutpoints-density.png;table-a7.html;DNWYGCore5.out;decisiveness-slope-running.png;table-b1.html;stimuli-running.png;decisiveness-slope-density.png;decisiveness-slope-traceplot.png;saliency-slope-density.png;DNWYGCore4.out;opinion-intercept-density.png;DNWYGCore3.out;table-a8.html;DNWYGCore1.out;AMBoot.sh;stimuli-density.png;saliency-slope-running.png;AMBoot.R;combined_plot.eps;DKWYGCore2.Rda;DontKnowWhatYouGot2014-SingleCore8.R;DKWYGCore6.sh;DKWYGCore5.Rda;CCES14_NYU_OUTPUT_Feb2015_CODEBOOK.txt;DontKnowWhatYouGot2014-SingleCore5.R;DKWYGCore1.sh;Preprocessing_and_Summary.R;table3.html;saliency-intercept-traceplot.png;DKWYGCore3.Rda;DNWYGCore2.out;DKWYGCore4.Rda;bigcomparisonplot.eps;rank-plot-tau.eps;PPC.out;saliency-slope-traceplot.png;neuro-model-example.eps;stimuli-traceplot.png;DontKnowWhatYouGot2014-SingleCore4.R;DKWYGCore5.sh;table-a6.html;DKWYGCore7.sh;DKWYGCore3.sh;DNWYGCore6.out;CCES2014.Rda;table-b3.html;CCES14_NYU_OUTPUT_Feb2015.sav;table1.html;DKWYGCore2.sh;saliency-intercept-density.png;DKWYGCore8.Rda;MLV2.bug;DontKnowWhatYouGot2014-SingleCore3.R;cutpoints-running.png;DontKnowWhatYouGot2014-SingleCore7.R;opinion-slope-density.png;PPC.R;saliency-intercept-running.png;opinion-intercept-running.png;PSRM_Main_Code.R;table-a1.html;DKWYGCore4.sh;table-a4.html;DKWYGCore8.sh;table2.html;README.rtf;AMBoot.out	351560202
doi:10.7910/DVN/IVPBRF	181	6	civil_peace_data_and_pca.r;state_data.dta;koubi_boehmelt_jpr_replication.dta;sppo_substantive_replication.r;sppo_replication.do;readme.txt;fem_pop_25_over.dta;sppo_log.txt	1984741
doi:10.7910/DVN/EHWM14	176	41	vrn_b.RData;SurveyAnalysis.R;candall.Rda;regionaldata.RData;exp_full.Rda;RegionalAnalysis.R;vrn_b_year0.RData;MunicipalAnalysis.R	14982887
doi:10.7910/DVN/RXYHGK	13	9	Demo_Desenveco.R;Demo_Desenveco.tab	280214
doi:10.7910/DVN/GXX1TS	172	31	data_reg_irt3.csv;adj.R;analysis.R	180522722
doi:10.7910/DVN/DAC9NX	0	3	table8.txt;ucrdta.dta;appendix1.do;CR_sitc3.csv;readme.txt;app_fig1.gph;CR_ISQ_supp_1.do;table1.do;table7.doc;ISQ_CR_onlineappendix.pdf;OpinInfl_NoVotes.gph;appendix1_trade.do;CR_ISQ_ED.dta;lapop.dta;pruningTable1.do;appendix1.dta;OpinInflYes_No.eps;CR_ISQ_supp_2_ucrsurv.do;CR_ISQdistrict.dta;OpinInfl_YesVotes.gph;appendix4.txt;ei_cr_isq.R;CR_ISQ_supp_2_lapop.do;eidata2.dta	25292966
doi:10.7910/DVN/7ZZKC7	464	0	settled_aggregate.csv;METEC_results_post.R;METECBlindResults_reported.csv;site_stats.csv;unit_conversions.R;METEC_equipment_groups.R;METEC_plotter.R;readme.txt;METEC_UCalgary_blind_statement_reporting.pdf;METEC_comparator.R;sd_quadrature.R;METEC_replication_repairs.R;METEC_equipment_map.csv	1468682
