doi:10.7910/DVN/LRSICH	TableA26.r	Error in apply(estfun(fm), 2, function(x) tapply(x, cluster, sum)) :   could not find function 'estfun'
doi:10.7910/DVN/LRSICH	TableA27.r	Error in apply(estfun(fm), 2, function(x) tapply(x, cluster, sum)) :   could not find function 'estfun'
doi:10.7910/DVN/LRSICH	TableA28.r	Error in apply(estfun(fm), 2, function(x) tapply(x, cluster, sum)) :   could not find function 'estfun'
doi:10.7910/DVN/LRSICH	TableA29Figure7_4.r	Error in apply(estfun(fm), 2, function(x) tapply(x, cluster, sum)) :   could not find function 'estfun'
doi:10.7910/DVN/LRSICH	TableA30.r	Error in apply(estfun(fm), 2, function(x) tapply(x, cluster, sum)) :   could not find function 'estfun'
doi:10.7910/DVN/TKTN5J	unknown	time limit exceeded
doi:10.7910/DVN/KKS1R0	ADW_positions_master.r	Error in sort(stopwords(kind = 'spanish')) :   could not find function 'stopwords'
doi:10.7910/DVN/KKS1R0	as_mcmc.R	Error in eval(expr, envir, enclos) :   could not find function 'as.mcmc.list'
doi:10.7910/DVN/KKS1R0	data_bayes_out.R	Error in as.matrix(mcmcdat) : object 'arg.nb.b.80.mcmc' not found
doi:10.7910/DVN/KKS1R0	data_management_textfiles.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/KKS1R0	ep_idealpoints_and_errors_bayes80.R	Error in eval(expr, envir, enclos) :   could not find function 'ep.wf.negbin.b'
doi:10.7910/DVN/KKS1R0	ep_jags_functions.R	success
doi:10.7910/DVN/KKS1R0	plots_positions_bayes.R	Error in data.frame(dat.pres.pos.all80$year, dat.pres.pos.all80$coun,  :   object 'dat.pres.pos.all80' not found
doi:10.7910/DVN/KKS1R0	posteriorchecks.R	Error in eval(expr, envir, enclos) : could not find function 'denplot'
doi:10.7910/DVN/KKS1R0	prepare_data_set.R	Error in dat.a.wf.out(names.arg) : object 'names.arg' not found
doi:10.7910/DVN/KKS1R0	preparing_speeches_file.R	Error in eval(expr, envir, enclos) : could not find function 'wfm.maker'
doi:10.7910/DVN/KKS1R0	preparing_speeches_function.R	Error in sort(stopwords(kind = 'spanish')) :   could not find function 'stopwords'
doi:10.7910/DVN/KKS1R0	save_data_bayes.R	Error in save(dat.pres.pos.arg80, file = 'data/output/positions/pres_pos_arg80.RData') :   object 'dat.pres.pos.arg80' not found
doi:10.7910/DVN/KKS1R0	wfm_filter.R	Error in wfm.filter(tdmat_arg, 0.6) : object 'tdmat_arg' not found
doi:10.7910/DVN/MDAHHQ	calculate_total_covid19_deaths_usa.R	success
doi:10.7910/DVN/QKP9EJ	code2.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/QKP9EJ	code3.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/QKP9EJ	code5.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/QKP9EJ	code7.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/QKP9EJ	code8.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/QKP9EJ	fine_grid.R	success
doi:10.7910/DVN/QKP9EJ	summarySE.R	success
doi:10.7910/DVN/15YF0R	BDD_WD2018_replication.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/15YF0R	BDD_WD2018_replication_SI.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/15YF0R	inter.binning.90.R	success
doi:10.7910/DVN/15YF0R	multiplot.R	success
doi:10.7910/DVN/15YF0R	ols.R	success
doi:10.7910/DVN/15YF0R	outcome_var_mean_imp_setup.R	Error in ifelse(M$B_satisfied_with_UWA_info_on_RS == 'very_dissatisf',  :   object 'M' not found
doi:10.7910/DVN/15YF0R	outcome_var_setup.R	Error in ifelse(M$B_satisfied_with_UWA_info_on_RS == 'very_dissatisf',  :   object 'M' not found
doi:10.7910/DVN/XRBKEY	josematheus-medeiros-script-tf-ad-ufpe-2018.R	Error in eval(expr, envir, enclos) : could not find function 'coefplot'
doi:10.7910/DVN/CT9AFP	EATI_replication.R	Error in eval(expr, envir, enclos) :   could not find function 'readShapePoly'
doi:10.7910/DVN/YM7IWP	01_itanes.R	Error in eval(expr, envir, enclos) : could not find function 'read_sav'
doi:10.7910/DVN/A3NO2G	unknown	time limit exceeded
doi:10.7910/DVN/XRR0HM	unknown	time limit exceeded
doi:10.7910/DVN/HXNVTQ	usa-decomp-plots.R	Error in read.dta('age-race.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/SNQG8P	naes_ft.r	Error in eval(expr, envir, enclos) : could not find function 'cem'
doi:10.7910/DVN/FAH6KL	Visconti (2018) - LegislativeRepresentation.R	Error in read.dta('Your/File/Path/Here/ReplicationFiles/dataset.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/WCXK3Z	collect-data.r	Error in eval(expr, envir, enclos) :   could not find function 'install_github'
doi:10.7910/DVN/VT4KJA	ivsensianalysis.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/8OKVHY	mdr_politicization_appendix_figures.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/8OKVHY	mdr_politicization_jop_bootstrap_figures.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/8OKVHY	mdr_politicization_jop_mission_coding.R	Error in eval(expr, envir, enclos) : could not find function 'read.xlsx2'
doi:10.7910/DVN/8OKVHY	mdr_politicization_rep_dem_barplots.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/FTYHPJ	unknown	time limit exceeded
doi:10.7910/DVN/JJJXLV	BasSchub_JCR_Replication.R	Error in ptr() : reached elapsed time limit
doi:10.7910/DVN/J9IJGM	study1-analysis.R	Error in robust.se(model, clustervar) :   could not find function 'coeftest'
doi:10.7910/DVN/J9IJGM	study1and2demographics.R	success
doi:10.7910/DVN/N0ZRDZ	FigureA8.R.R	Error in read.dta('replication/temp-R.dta', convert.factors = TRUE) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/ERMN4H	replication code.R	Error in eval(expr, envir, enclos) : could not find function 'p_load'
doi:10.7910/DVN/8TB7GO	evaluate_bounds.R	Error in eval(expr, envir, enclos) :   Missing arguments: Provide DD threshold and path to split 0 and path to split 1
doi:10.7910/DVN/8TB7GO	example_simulations.R	Error in calculateAndEvaluateBounds(generatedData$x, generatedData$t,  :   could not find function 'vcovHC'
doi:10.7910/DVN/8TB7GO	generate_bounds_for_all_datasets.R	Error in eval(expr, envir, enclos) :   Missing arguments: Provide split number (0 or 1) and path to root directory
doi:10.7910/DVN/8TB7GO	generate_figures.R	Error in basename(file.path(SAVEDIR, sprintf('fig1_intution.pdf')), height = kFigureWidth,  :   unused arguments (height = kFigureWidth, width = kFigureWidth)
doi:10.7910/DVN/PTPGED	GIGANTEA.R	success
doi:10.7910/DVN/PTPGED	RunGenomeBasedModel.R	Error in Rcpp::sourceCpp('GIGANTEA.cpp') :   Error 1 occurred building shared library.
doi:10.7910/DVN/JNFMNQ	JOP_table 3.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/JNFMNQ	JOP_tables 1 and 2.R	Error in file.choose() : file choice cancelled
doi:10.7910/DVN/9M6EHS	Indicator_Calculation_Mother_Script.R	Error in gsub('.*_', '', project_ID) : object 'project_ID' not found
doi:10.7910/DVN/9M6EHS	Livestock_Product_Calculations.R	Error in is.data.frame(x) : object 'dat_all' not found
doi:10.7910/DVN/9M6EHS	Off_farm_gender.R	Error in eval(expr, envir, enclos) : object 'dat_all' not found
doi:10.7910/DVN/9M6EHS	Parcelles_Land_Area.R	Error in is.data.frame(x) : object 'dat_all' not found
doi:10.7910/DVN/9M6EHS	Prices.R	Error in nrow(dat_all) : object 'dat_all' not found
doi:10.7910/DVN/9M6EHS	REVERSE_TRUE_FALSE_SCRIPT.R	success
doi:10.7910/DVN/9M6EHS	Setting_Universal_Units.R	success
doi:10.7910/DVN/9M6EHS	TRUE_FALSE_SCRIPT.R	success
doi:10.7910/DVN/9M6EHS	Total_Incomes.R	Error in data.frame(livestock_income = livestock_income) :   object 'livestock_income' not found
doi:10.7910/DVN/9M6EHS	Value_Calculations.R	Error in nrow(dat_all) : object 'dat_all' not found
doi:10.7910/DVN/9M6EHS	Whole_Livestock_Calculations.R	Error in data.frame(coeff_cattle * as.numeric(dat_all$livestock_heads_cattle),  :   object 'coeff_cattle' not found
doi:10.7910/DVN/CDFEGV	GenMatchCode.R	Error in eval(expr, envir, enclos) : could not find function 'GenMatch'
doi:10.7910/DVN/CDFEGV	ReplicationCode.R	Error in eval(expr, envir, enclos) : could not find function 'Match'
doi:10.7910/DVN/CDFEGV	funcs.R	success
doi:10.7910/DVN/8W0PXP	mexcrimpro20180216.R	Error in eval(expr, envir, enclos) : could not find function 'readOGR'
doi:10.7910/DVN/CL183T	TextMiningScript.R	Error in eval(expr, envir, enclos) : could not find function 'Corpus'
doi:10.7910/DVN/MTBJ3S	GMC_plots_immigrationfact.R	Error in ggtitle('Migrant apprehensions in El Paso, San Diego, and Tucson sectors',  :   unused argument (subtitle = 'FY 1989-2019 (adjusted for FUA and UCA data)')
doi:10.7910/DVN/TWHEZ9	Campbell_Detecting_PA_2018_Replication.R	Error in eval(expr, envir, enclos) :   could not find function 'sim_egonets'
doi:10.7910/DVN/TWHEZ9	Campbell_Detecting_PA_2018_Run.R	Error in eval(expr, envir, enclos) :   could not find function 'sim_egonets'
doi:10.7910/DVN/LUGBL1	ButlerHomola_Excludability_Analysis.R	Error in eval(expr, envir, enclos) : could not find function 'stargazer'
doi:10.7910/DVN/LUGBL1	ButlerHomola_Excludability_Appendix.R	success
doi:10.7910/DVN/FCHU0J	1_lift_data_cleaner.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/FCHU0J	2_demographics_data_cleaner.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/FCHU0J	3_lift_and_demo_merge_data.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FCHU0J	4_demographics.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FCHU0J	5_descriptives.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FCHU0J	6_NHST.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FCHU0J	fig1.R	Error in eval(expr, envir, enclos) : could not find function 'theme_set'
doi:10.7910/DVN/FCHU0J	fig2.R	Error in eval(expr, envir, enclos) : could not find function 'theme_set'
doi:10.7910/DVN/FCHU0J	figP.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FCHU0J	figS.R	Error in eval(expr, envir, enclos) : could not find function 'theme_set'
doi:10.7910/DVN/HWWVAX	main analyses REPLICATION.R	Error in eval(expr, envir, enclos) : could not find function 'ictreg'
doi:10.7910/DVN/HWWVAX	unknown	time limit exceeded
doi:10.7910/DVN/GBRVWY	unknown	time limit exceeded
doi:10.7910/DVN/OJUCRU	WEE_commands_AJPS.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/4U6TQA	Online Appendix.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta'
doi:10.7910/DVN/RVV3YW	AMBoot.R	Error in eval(expr, envir, enclos) : could not find function 'aldmck'
doi:10.7910/DVN/RVV3YW	DontKnowWhatYouGot2014-SingleCore1.R	Error in eval(expr, envir, enclos) : could not find function 'jags.model'
doi:10.7910/DVN/RVV3YW	DontKnowWhatYouGot2014-SingleCore2.R	Error in eval(expr, envir, enclos) : could not find function 'jags.model'
doi:10.7910/DVN/RVV3YW	DontKnowWhatYouGot2014-SingleCore3.R	Error in eval(expr, envir, enclos) : could not find function 'jags.model'
doi:10.7910/DVN/RVV3YW	DontKnowWhatYouGot2014-SingleCore4.R	Error in eval(expr, envir, enclos) : could not find function 'jags.model'
doi:10.7910/DVN/RVV3YW	DontKnowWhatYouGot2014-SingleCore5.R	Error in eval(expr, envir, enclos) : could not find function 'jags.model'
doi:10.7910/DVN/RVV3YW	DontKnowWhatYouGot2014-SingleCore6.R	Error in eval(expr, envir, enclos) : could not find function 'jags.model'
doi:10.7910/DVN/RVV3YW	DontKnowWhatYouGot2014-SingleCore7.R	Error in eval(expr, envir, enclos) : could not find function 'jags.model'
doi:10.7910/DVN/RVV3YW	DontKnowWhatYouGot2014-SingleCore8.R	Error in eval(expr, envir, enclos) : could not find function 'jags.model'
doi:10.7910/DVN/RVV3YW	PPC.R	Error in loadNamespace(name) : there is no package called 'runjags'
doi:10.7910/DVN/IVPBRF	civil_peace_data_and_pca.r	Error in eval(expr, envir, enclos) :   could not find function 'countrycode'
doi:10.7910/DVN/IVPBRF	sppo_substantive_replication.r	Error in read.dta('cw_replication_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EHWM14	MunicipalAnalysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/EHWM14	RegionalAnalysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/EHWM14	SurveyAnalysis.R	Error in read.dta('YOUR PATH TO 'LiTS III.dta'', convert.factors = FALSE) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/RXYHGK	Demo_Desenveco.R	Error in match(names(attrib), specials) : reached elapsed time limit
doi:10.7910/DVN/GXX1TS	adj.R	Error in basename(pkg) : reached elapsed time limit
doi:10.7910/DVN/GXX1TS	unknown	time limit exceeded
doi:10.7910/DVN/DAC9NX	ei_cr_isq.R	Error in eval(expr, envir, enclos) : could not find function 'ei'
doi:10.7910/DVN/7ZZKC7	METEC_comparator.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/7ZZKC7	METEC_equipment_groups.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/7ZZKC7	METEC_plotter.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/7ZZKC7	METEC_replication_repairs.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/7ZZKC7	METEC_results_post.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/7ZZKC7	sd_quadrature.R	success
doi:10.7910/DVN/7ZZKC7	unit_conversions.R	success
doi:10.7910/DVN/FSNEZY	unknown	time limit exceeded
doi:10.7910/DVN/IKDTPZ	gnt_analysis.R	Error in basename(pkg) : reached elapsed time limit
doi:10.7910/DVN/X1TGCJ	Hartman&Morse2017.r	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/LBRAFG	Replication_Analysis_I.R	Error in eval(expr, envir, enclos) : could not find function 'texreg'
doi:10.7910/DVN/LBRAFG	unknown	time limit exceeded
doi:10.7910/DVN/IJ2OQJ	create_figure_1.R	Error in eval(expr, envir, enclos) : could not find function 'attach.all'
doi:10.7910/DVN/3Q79C3	dietrichcrabtree.R	Error in loadNamespace(name) : there is no package called 'rio'
doi:10.7910/DVN/QE27H9	replication_script.R	Error : could not find function 'createMatrix'
doi:10.7910/DVN/3DPSFR	anes-analysis.R	Error in select(., democrat, republican, independent, female, nonwhite,  :   unused arguments (democrat, republican, independent, female, nonwhite, education)
doi:10.7910/DVN/3DPSFR	experiment-analysis.R	Error in select(., educ, race_eth, gender, pid7, ideology) :   unused arguments (educ, race_eth, gender, pid7, ideology)
doi:10.7910/DVN/3DPSFR	sentiment-analysis.R	Error in if (.get.file.extension(out[i]) == 'tex') { :   argument is of length zero
doi:10.7910/DVN/HCJ6OM	dataan.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HCJ6OM	dataan_by_year.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HCJ6OM	datacr.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/HCJ6OM	forcegen_bootstrap.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/HCJ6OM	party_desc.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HCJ6OM	plac1.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HCJ6OM	plac2.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HCJ6OM	rob1.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HCJ6OM	rob2.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HCJ6OM	rob3.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HCJ6OM	rob4.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HCJ6OM	rob_rank.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/ONSPYO	avgPredProbs.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/ONSPYO	figureSI-1.R	Error in eval(expr, envir, enclos) :   could not find function 'win.metafile'
doi:10.7910/DVN/BM8N4C	AMIP_East-T_SST.R	Error in eval(expr, envir, enclos) : could not find function 'open.ncdf'
doi:10.7910/DVN/BM8N4C	Figure 1.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/BM8N4C	Figure 2.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/BM8N4C	Figure 3.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/BM8N4C	Figure 4.R	Error in read_SST('sst.mnmean.nc', 3, 5, xlim = c(100, 360), ylim = c(-20,  :   could not find function 'nc_open'
doi:10.7910/DVN/BM8N4C	Figure 5.R	Error in eval(expr, envir, enclos) : could not find function 'nc_open'
doi:10.7910/DVN/BM8N4C	Henderson.R	success
doi:10.7910/DVN/BM8N4C	Henderson_predict_O3.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/BM8N4C	cov4gappy.R	success
doi:10.7910/DVN/BM8N4C	eof.mca.R	success
doi:10.7910/DVN/BM8N4C	filled.contour3.R	success
doi:10.7910/DVN/BM8N4C	get_geo.R	success
doi:10.7910/DVN/BM8N4C	get_met.R	success
doi:10.7910/DVN/BM8N4C	mov_detrend_predict_o3.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/BM8N4C	read_detrend.R	success
doi:10.7910/DVN/NN9KZT	conjoint.R	Error in eval(expr, envir, enclos) : could not find function 'amce'
doi:10.7910/DVN/1SBYFJ	PSRM_Replication_Figures.R	Error in xy.coords(x, y, xlabel, ylabel, log) :   'x' is a list, but does not have components 'x' and 'y'
doi:10.7910/DVN/GOLMTC	plots_LATE.R	success
doi:10.7910/DVN/GOLMTC	plots_RI_fourcases.R	success
doi:10.7910/DVN/GOLMTC	plots_and_tables_balance.R	Error in t.test.default(subset1$prim_school[subset1$treat == 1], subset1$prim_school[subset1$treat ==  :   data are essentially constant
doi:10.7910/DVN/GOLMTC	plots_forcing_variable.R	success
doi:10.7910/DVN/GOLMTC	tables_1994_opinions.R	success
doi:10.7910/DVN/OTHBVU	rohlfing_mindthegap.R	Error in eval(expr, envir, enclos) : could not find function 'truthTable'
doi:10.7910/DVN/DF9UXB	unknown	time limit exceeded
doi:10.7910/DVN/2CS1VF	helperfunctions.R	success
doi:10.7910/DVN/4QRUPR	Additional_Robustness.R	Error in read.dta('anes_timeseries_2012_Stata12.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/YETMOY	MLM_replication_2016_06_06_corrected.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/MP5XXC	EzrowTavitsHomola_PolarizationExtremism.R	Error in xtable(describe(cps[, c('avs', 'dist', 'pid', 'mean_party_pro_elect',  :   could not find function 'describe'
doi:10.7910/DVN/L4LWMP	PS_M_weighting.R	success
doi:10.7910/DVN/L4LWMP	PS_M_weighting_SA.R	success
doi:10.7910/DVN/L4LWMP	PS_SM_weighting.R	success
doi:10.7910/DVN/L4LWMP	flu.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/L4LWMP	swog.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/W8AAYK	interaction_plots.R	Error in is.data.frame(data) : object 'lalonde' not found
doi:10.7910/DVN/XHDOZU	Code.R	Error in eval(expr, envir, enclos) : could not find function 'clm'
doi:10.7910/DVN/WUBZNL	Replication Code.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/Z7P7RL	B-01-RScriptFigure1.R	success
doi:10.7910/DVN/BSIFTF	Analysis.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/BSIFTF	Appendix.R	Error in eval(expr, envir, enclos) : could not find function 'ggplot'
doi:10.7910/DVN/BSIFTF	Recoding.R	success
doi:10.7910/DVN/QC0RSU	ReplicateFigure2.R	success
doi:10.7910/DVN/EMK9FB	TermLimitsAppendixFigures.R	Error in read.dta('/Users/Jeff/Dropbox/TermLimits/D6/Analysis/Models/Index/Unconditional/Severity/Confounding/PredictedValues.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EMK9FB	TermLimitsCreatingTablesCounts.R	Error in read.dta('/Users/Jeff/Dropbox/TermLimits/D6/Analysis/Data/TermLimitsAnalysisData.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EMK9FB	TermLimitsPaperFigures.R	Error in read.dta('/Users/Jeff/Dropbox/TermLimits/D6/Analysis/Models/Index/Unconditional/Primary/Confounding/PredictedValues.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EMK9FB	TermLimitsReplication.R	Error in read.dta('/Users/Jeff/Dropbox/TermLimits/Replication/Data/TermLimitsAnalysisData.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EMK9FB	TermLimitsReplicationConditionalMultipleDisputes.R	Error in read.dta('/Users/Jeff/Dropbox/TermLimits/Replication/Data/TermLimitsAnalysisData.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EMK9FB	TermLimitsReplicationMilitaryConditional.R	Error in read.dta('/Users/Jeff/Dropbox/TermLimits/Replication/Data/TermLimitsAnalysisData.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EMK9FB	TermLimitsReplicationUnconditional.R	Error in read.dta('/Users/Jeff/Dropbox/TermLimits/Replication/Data/TermLimitsAnalysisData.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EMK9FB	TermLimitsReplicationUnconditionalMilitary.R	Error in read.dta('/Users/Jeff/Dropbox/TermLimits/Replication/Data/TermLimitsAnalysisData.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/SIPXCZ	classification.R	Error in eval(expr, envir, enclos) :   could not find function 'mp_setapikey'
doi:10.7910/DVN/SIPXCZ	clean.R	Error in function_list[[k]](value) : could not find function 'walk'
doi:10.7910/DVN/SIPXCZ	unknown	time limit exceeded
doi:10.7910/DVN/4KFU8S	Figure3.R	Error in pdf(file = 'figures/figure3_cities_gayrights_responsiveness.pdf',  :   cannot open file 'figures/figure3_cities_gayrights_responsiveness.pdf'
doi:10.7910/DVN/4KFU8S	Figure4_SSM_OpinionChange.R	Error in pdf(paste('figures/ssm_change_overtime.pdf', sep = ''), width = 7.5,  :   cannot open file 'figures/ssm_change_overtime.pdf'
doi:10.7910/DVN/CSX1VL	unknown	time limit exceeded
doi:10.7910/DVN/OUAYYH	tolerance_protest_metro_replication_code.R	Error in `[<-.data.frame`(`*tmp*`, , c('MSAName.x', 'MetroName'), value = NULL) :   replacement has 0 items, need 732
doi:10.7910/DVN/GVEKYP	LocalityAnalysis.R	Error in read.dta('01_Data/Hungary2014Clean.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/GVEKYP	ict.test.R	success
doi:10.7910/DVN/GVEKYP	interflex.R	success
doi:10.7910/DVN/MPMIJU	Chapter2Master.r	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/MPMIJU	TableA13.r	Error in eval(expr, envir, enclos) : could not find function 'ivreg'
doi:10.7910/DVN/26905	altKrigCRF.R	success
doi:10.7910/DVN/26905	dataManipulation.R	Error in coordinates(wind.0) <- ~longitude + latitude :   could not find function 'coordinates<-'
doi:10.7910/DVN/26905	lower48control.R	Error in eval(expr, envir, enclos) :   could not find function 'map2SpatialPolygons'
doi:10.7910/DVN/26905	unknown	time limit exceeded
doi:10.7910/DVN/3RA7YG	fig5_A-1_A-2.R	Error in simulation(phi, rho, kappa, beta, delta) :   could not find function 'plm.data'
doi:10.7910/DVN/3RA7YG	fig7.R	Error in simulation(phi, rho, kappa, beta, delta) :   could not find function 'plm.data'
doi:10.7910/DVN/3RA7YG	fig9_A-4.R	Error in simulation(phi, rho, alpha, beta, gamma) :   could not find function 'plm.data'
doi:10.7910/DVN/3RA7YG	figA-3.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/QEMNP1	unknown	time limit exceeded
doi:10.7910/DVN/0EVV7C	circuit_court_composition.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta'
doi:10.7910/DVN/0EVV7C	dem_control_shading.R	Error in polygon(x = c(1893, 1893, 1896, 1896), y = par()$usr[c(3, 4,  :   plot.new has not been called yet
